128.000000 -2.000000 -0.305098 -0.305116 -0.001282
129.000000 -2.000000 -0.305116 -0.305133 -0.001163
130.000000 -2.000000 -0.305133 -0.305148 -0.001056
131.000000 -2.000000 -0.305148 -0.305162 -0.000958
132.000000 -2.000000 -0.305162 -0.305175 -0.000869
133.000000 -2.000000 -0.305175 -0.305186 -0.000789
134.000000 -2.000000 -0.305186 -0.305196 -0.000716
135.000000 -2.000000 -0.305196 -0.305206 -0.000650
136.000000 -2.000000 -0.305206 -0.305214 -0.000590
137.000000 -2.000000 -0.305214 -0.305222 -0.000535
138.000000 -2.000000 -0.305222 -0.305229 -0.000485
139.000000 -2.000000 -0.305229 -0.305235 -0.000441
140.000000 -2.000000 -0.305235 -0.305241 -0.000399
141.000000 -2.000000 -0.305241 -0.305246 -0.000363
142.000000 -2.000000 -0.305246 -0.305251 -0.000329
143.000000 -2.000000 -0.305251 -0.305255 -0.000299
144.000000 -2.000000 -0.305255 -0.305259 -0.000271
145.000000 -2.000000 -0.305259 -0.305263 -0.000246
146.000000 -2.000000 -0.305263 -0.305266 -0.000223
147.000000 -2.000000 -0.305266 -0.305269 -0.000203
148.000000 -2.000000 -0.305269 -0.305272 -0.000184
149.000000 -2.000000 -0.305272 -0.305274 -0.000167
150.000000 -2.000000 -0.305274 -0.305276 -0.000151
151.000000 -2.000000 -0.305276 -0.305278 -0.000137
152.000000 -2.000000 -0.305278 -0.305280 -0.000125
153.000000 -2.000000 -0.305280 -0.305282 -0.000113
154.000000 -2.000000 -0.305282 -0.305283 -0.000103
