1.000000 -2.000000 2.000000 1.915429 -2.512948
2.000000 -2.000000 1.915429 1.840872 -2.284239
3.000000 -2.000000 1.840872 1.774276 -2.098796
4.000000 -2.000000 1.774276 1.714063 -1.948655
5.000000 -2.000000 1.714063 1.658986 -1.828193
6.000000 -2.000000 1.658986 1.608034 -1.733494
7.000000 -2.000000 1.608034 1.560359 -1.661960
8.000000 -2.000000 1.560359 1.515231 -1.612046
9.000000 -2.000000 1.515231 1.471997 -1.583069
10.000000 -2.000000 1.471997 1.430052 -1.575006
11.000000 -2.000000 1.430052 1.388823 -1.588177
12.000000 -2.000000 1.388823 1.347753 -1.622664
13.000000 -2.000000 1.347753 1.306311 -1.677334
14.000000 -2.000000 1.306311 1.264020 -1.748556
15.000000 -2.000000 1.264020 1.220521 -1.829354
16.000000 -2.000000 1.220521 1.175647 -1.910181
17.000000 -2.000000 1.175647 1.129470 -1.981692
18.000000 -2.000000 1.129470 1.082288 -2.037794
19.000000 -2.000000 1.082288 1.034521 -2.076744
20.000000 -2.000000 1.034521 0.986611 -2.100073
21.000000 -2.000000 0.986611 0.938935 -2.110822
22.000000 -2.000000 0.938935 0.891784 -2.112216
23.000000 -2.000000 0.891784 0.845360 -2.107015
24.000000 -2.000000 0.845360 0.799791 -2.097338
25.000000 -2.000000 0.799791 0.755155 -2.084702
26.000000 -2.000000 0.755155 0.711491 -2.070129
27.000000 -2.000000 0.711491 0.668814 -2.054265
28.000000 -2.000000 0.668814 0.627126 -2.037477
29.000000 -2.000000 0.627126 0.586420 -2.019931
30.000000 -2.000000 0.586420 0.546684 -2.001646
31.000000 -2.000000 0.546684 0.507907 -1.982541
32.000000 -2.000000 0.507907 0.470080 -1.962464
33.000000 -2.000000 0.470080 0.433195 -1.941215
34.000000 -2.000000 0.433195 0.397248 -1.918572
35.000000 -2.000000 0.397248 0.362240 -1.894296
36.000000 -2.000000 0.362240 0.328172 -1.868155
37.000000 -2.000000 0.328172 0.295053 -1.839927
38.000000 -2.000000 0.295053 0.262892 -1.809413
39.000000 -2.000000 0.262892 0.231700 -1.776449
40.000000 -2.000000 0.231700 0.201490 -1.740906
41.000000 -2.000000 0.201490 0.172278 -1.702705
42.000000 -2.000000 0.172278 0.144078 -1.661815
43.000000 -2.000000 0.144078 0.116904 -1.618261
44.000000 -2.000000 0.116904 0.090769 -1.572119
45.000000 -2.000000 0.090769 0.065683 -1.523526
46.000000 -2.000000 0.065683 0.041656 -1.472666
47.000000 -2.000000 0.041656 0.018692 -1.419775
48.000000 -2.000000 0.018692 -0.003207 -1.365129
49.000000 -2.000000 -0.003207 -0.024044 -1.309041
50.000000 -2.000000 -0.024044 -0.043824 -1.251847
51.000000 -2.000000 -0.043824 -0.062559 -1.193905
52.000000 -2.000000 -0.062559 -0.080263 -1.135578
53.000000 -2.000000 -0.080263 -0.096956 -1.077229
54.000000 -2.000000 -0.096956 -0.112661 -1.019212
55.000000 -2.000000 -0.112661 -0.127404 -0.961863
56.000000 -2.000000 -0.127404 -0.141215 -0.905493
57.000000 -2.000000 -0.141215 -0.154126 -0.850387
58.000000 -2.000000 -0.154126 -0.166172 -0.796795
59.000000 -2.000000 -0.166172 -0.177390 -0.744932
60.000000 -2.000000 -0.177390 -0.187817 -0.694976
61.000000 -2.000000 -0.187817 -0.197494 -0.647072
62.000000 -2.000000 -0.197494 -0.206459 -0.601325
63.000000 -2.000000 -0.206459 -0.214751 -0.557811
64.000000 -2.000000 -0.214751 -0.222410 -0.516572
65.000000 -2.000000 -0.222410 -0.229475 -0.477623
66.000000 -2.000000 -0.229475 -0.235983 -0.440957
67.000000 -2.000000 -0.235983 -0.241972 -0.406541
68.000000 -2.000000 -0.241972 -0.247475 -0.374328
69.000000 -2.000000 -0.247475 -0.252528 -0.344254
70.000000 -2.000000 -0.252528 -0.257163 -0.316244
71.000000 -2.000000 -0.257163 -0.261410 -0.290213
72.000000 -2.000000 -0.261410 -0.265298 -0.266073
73.000000 -2.000000 -0.265298 -0.268856 -0.243725
74.000000 -2.000000 -0.268856 -0.272109 -0.223074
75.000000 -2.000000 -0.272109 -0.275082 -0.204021
76.000000 -2.000000 -0.275082 -0.277796 -0.186467
77.000000 -2.000000 -0.277796 -0.280273 -0.170316
78.000000 -2.000000 -0.280273 -0.282532 -0.155475
79.000000 -2.000000 -0.282532 -0.284593 -0.141852
80.000000 -2.000000 -0.284593 -0.286470 -0.129360
81.000000 -2.000000 -0.286470 -0.288181 -0.117916
82.000000 -2.000000 -0.288181 -0.289738 -0.107441
83.000000 -2.000000 -0.289738 -0.291157 -0.097860
84.000000 -2.000000 -0.291157 -0.292447 -0.089104
85.000000 -2.000000 -0.292447 -0.293622 -0.081106
86.000000 -2.000000 -0.293622 -0.294690 -0.073805
87.000000 -2.000000 -0.294690 -0.295662 -0.067144
88.000000 -2.000000 -0.295662 -0.296546 -0.061070
89.000000 -2.000000 -0.296546 -0.297349 -0.055534
90.000000 -2.000000 -0.297349 -0.298079 -0.050490
91.000000 -2.000000 -0.298079 -0.298742 -0.045896
92.000000 -2.000000 -0.298742 -0.299345 -0.041713
93.000000 -2.000000 -0.299345 -0.299893 -0.037906
94.000000 -2.000000 -0.299893 -0.300391 -0.034442
95.000000 -2.000000 -0.300391 -0.300843 -0.031291
96.000000 -2.000000 -0.300843 -0.301253 -0.028425
97.000000 -2.000000 -0.301253 -0.301626 -0.025818
98.000000 -2.000000 -0.301626 -0.301965 -0.023449
99.000000 -2.000000 -0.301965 -0.302272 -0.021295
100.000000 -2.000000 -0.302272 -0.302552 -0.019338
101.000000 -2.000000 -0.302552 -0.302805 -0.017559
102.000000 -2.000000 -0.302805 -0.303035 -0.015943
103.000000 -2.000000 -0.303035 -0.303244 -0.014475
104.000000 -2.000000 -0.303244 -0.303434 -0.013142
105.000000 -2.000000 -0.303434 -0.303606 -0.011931
106.000000 -2.000000 -0.303606 -0.303763 -0.010831
107.000000 -2.000000 -0.303763 -0.303904 -0.009832
108.000000 -2.000000 -0.303904 -0.304033 -0.008925
109.000000 -2.000000 -0.304033 -0.304150 -0.008101
110.000000 -2.000000 -0.304150 -0.304256 -0.007353
111.000000 -2.000000 -0.304256 -0.304353 -0.006674
112.000000 -2.000000 -0.304353 -0.304440 -0.006057
113.000000 -2.000000 -0.304440 -0.304519 -0.005498
114.000000 -2.000000 -0.304519 -0.304591 -0.004989
115.000000 -2.000000 -0.304591 -0.304657 -0.004528
116.000000 -2.000000 -0.304657 -0.304716 -0.004110
117.000000 -2.000000 -0.304716 -0.304770 -0.003730
118.000000 -2.000000 -0.304770 -0.304819 -0.003385
119.000000 -2.000000 -0.304819 -0.304863 -0.003072
120.000000 -2.000000 -0.304863 -0.304903 -0.002788
121.000000 -2.000000 -0.304903 -0.304940 -0.002530
122.000000 -2.000000 -0.304940 -0.304973 -0.002296
123.000000 -2.000000 -0.304973 -0.305003 -0.002083
124.000000 -2.000000 -0.305003 -0.305030 -0.001891
125.000000 -2.000000 -0.305030 -0.305055 -0.001716
126.000000 -2.000000 -0.305055 -0.305077 -0.001557
127.000000 -2.000000 -0.305077 -0.305098 -0.001413
